Level	Date and Time	Source	Event ID	Task Category
Information	8/27/2022 2:47:56 PM	Microsoft-Windows-Kernel-General	1	None	The system time has changed to ‎2022‎-‎08‎-‎27T21:47:56.823000000Z from ‎2022‎-‎08‎-‎27T21:47:56.823000000Z.
Information	8/27/2022 2:47:56 PM	Microsoft-Windows-Kernel-General	1	None	The system time has changed to ‎2022‎-‎08‎-‎27T21:47:56.823000000Z from ‎2022‎-‎08‎-‎27T21:47:56.823169300Z.
Information	8/27/2022 2:47:56 PM	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.119.6.228:123).
Information	8/27/2022 2:47:56 PM	Microsoft-Windows-Kernel-General	1	None	The system time has changed to ‎2022‎-‎08‎-‎27T21:47:56.823169300Z from ‎2022‎-‎08‎-‎27T23:47:56.494140600Z.
Information	8/27/2022 4:47:42 PM	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.119.6.228:123).
Information	8/27/2022 4:47:40 PM	Service Control Manager	7036	None	The Windows Time service entered the running state.
Information	8/27/2022 4:43:52 PM	Service Control Manager	7036	None	The Windows Modules Installer service entered the running state.
Information	8/27/2022 4:42:49 PM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Background Intelligent Transfer Service service entered the running state.
Information	8/27/2022 4:42:48 PM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	8/27/2022 4:41:18 PM	Service Control Manager	7036	None	The Network Connections service entered the running state.
Information	8/27/2022 4:41:01 PM	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	8/27/2022 4:41:00 PM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.localdomain with address fe80::5efe:172.16.111.134 has been brought up.
Warning	8/27/2022 4:40:53 PM	Microsoft-Windows-DNS-Client	1014	None	Name resolution for the name isatap.localdomain timed out after none of the configured DNS servers responded.
Information	8/27/2022 4:40:48 PM	SNMP	1001	None	The SNMP Service has started successfully.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	8/27/2022 4:40:48 PM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Error	8/27/2022 4:40:47 PM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) failed to load: 
vmhgfs"
Information	8/27/2022 4:40:47 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Information	8/27/2022 4:40:47 PM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The Server service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	8/27/2022 4:40:46 PM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	8/27/2022 4:40:45 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	8/27/2022 4:40:45 PM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Information	8/27/2022 4:40:45 PM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	8/27/2022 4:40:45 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the running state.
Information	8/27/2022 4:40:45 PM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	8/27/2022 4:40:46 PM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	8/27/2022 4:40:46 PM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Error	8/27/2022 4:40:45 PM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	8/27/2022 4:40:42 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information	8/27/2022 4:40:41 PM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	8/27/2022 4:40:41 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the running state.
Information	8/27/2022 4:40:41 PM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	8/27/2022 4:40:40 PM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	8/27/2022 4:40:40 PM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The TCP/IP NetBIOS Helper service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Network Store Interface Service service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The System Event Notification Service service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The COM+ Event System service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The User Profile Service service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Group Policy Client service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Windows Event Log service entered the running state.
Information	8/27/2022 4:40:40 PM	Service Control Manager	7036	None	The Remote Procedure Call (RPC) service entered the running state.
